acc_S, tp = 0, ts = 0, a = 10
acc_S, tp = 1, ts = 0, a = 90
publish, tp = 14114, ts = 43, a = 17, f = 25784
publish, tp = 14115, ts = 43, a = 47, f = 48708
publish, tp = 14116, ts = 43, a = 87, f = 24149
publish, tp = 14117, ts = 43, a = 57, f = 15818
approve, tp = 14118, ts = 43, m = 10, f = 10347
publish, tp = 14119, ts = 43, a = 87, f = 10347
publish, tp = 14120, ts = 43, a = 22, f = 9751
publish, tp = 14121, ts = 43, a = 12, f = 18296
publish, tp = 14122, ts = 43, a = 75, f = 47412
publish, tp = 14123, ts = 43, a = 87, f = 1209
publish, tp = 14124, ts = 43, a = 93, f = 1516
publish, tp = 14125, ts = 43, a = 87, f = 4284
publish, tp = 14126, ts = 43, a = 45, f = 49644
publish, tp = 14127, ts = 43, a = 93, f = 25578
publish, tp = 14128, ts = 43, a = 89, f = 32453
publish, tp = 14129, ts = 43, a = 79, f = 30906
approve, tp = 14130, ts = 43, m = 4, f = 8736
approve, tp = 14131, ts = 43, m = 10, f = 5158
approve, tp = 14132, ts = 43, m = 0, f = 39253
approve, tp = 14133, ts = 43, m = 1, f = 2028
approve, tp = 14134, ts = 43, m = 10, f = 9509
approve, tp = 14135, ts = 43, m = 10, f = 14902
approve, tp = 14136, ts = 43, m = 10, f = 49900
approve, tp = 14137, ts = 43, m = 10, f = 35828
approve, tp = 14138, ts = 43, m = 0, f = 49530
approve, tp = 14139, ts = 43, m = 10, f = 46560
approve, tp = 14140, ts = 43, m = 0, f = 43880
approve, tp = 14141, ts = 43, m = 10, f = 25049
approve, tp = 14142, ts = 43, m = 10, f = 46646
approve, tp = 14143, ts = 43, m = 10, f = 14939
approve, tp = 14144, ts = 43, m = 10, f = 47209
approve, tp = 14145, ts = 43, m = 4, f = 925
approve, tp = 14146, ts = 43, m = 0, f = 14286
approve, tp = 14147, ts = 43, m = 10, f = 40883
approve, tp = 14148, ts = 43, m = 0, f = 46059
approve, tp = 14149, ts = 43, m = 10, f = 25295
approve, tp = 14150, ts = 43, m = 10, f = 40950
approve, tp = 14151, ts = 43, m = 10, f = 3499
approve, tp = 14152, ts = 43, m = 0, f = 34669
approve, tp = 14153, ts = 43, m = 0, f = 40270
approve, tp = 14154, ts = 43, m = 10, f = 35940
approve, tp = 14155, ts = 43, m = 3, f = 46591
approve, tp = 14156, ts = 43, m = 4, f = 31565
approve, tp = 14157, ts = 43, m = 6, f = 30512
approve, tp = 14158, ts = 43, m = 10, f = 16231
approve, tp = 14159, ts = 43, m = 0, f = 20625
approve, tp = 14160, ts = 43, m = 10, f = 1013
approve, tp = 14161, ts = 43, m = 10, f = 3236
approve, tp = 14162, ts = 43, m = 10, f = 7936
approve, tp = 14163, ts = 43, m = 10, f = 35688
approve, tp = 14164, ts = 43, m = 5, f = 18592
approve, tp = 14165, ts = 43, m = 10, f = 39890
approve, tp = 14166, ts = 43, m = 0, f = 39044
approve, tp = 14167, ts = 43, m = 9, f = 41843
approve, tp = 14168, ts = 43, m = 10, f = 15062
approve, tp = 14169, ts = 43, m = 0, f = 27228
approve, tp = 14170, ts = 43, m = 0, f = 38366
approve, tp = 14171, ts = 43, m = 10, f = 4842
approve, tp = 14172, ts = 43, m = 0, f = 36304
approve, tp = 14173, ts = 43, m = 10, f = 17055
approve, tp = 14174, ts = 43, m = 0, f = 48912
approve, tp = 14175, ts = 43, m = 0, f = 17292
approve, tp = 14176, ts = 43, m = 10, f = 41662
approve, tp = 14177, ts = 43, m = 10, f = 47097
approve, tp = 14178, ts = 43, m = 10, f = 28929
approve, tp = 14179, ts = 43, m = 10, f = 1659
approve, tp = 14180, ts = 43, m = 10, f = 43739
approve, tp = 14181, ts = 43, m = 10, f = 13264
approve, tp = 14182, ts = 43, m = 1, f = 27657
approve, tp = 14183, ts = 43, m = 4, f = 20039
approve, tp = 14184, ts = 43, m = 3, f = 41003
approve, tp = 14185, ts = 43, m = 0, f = 29829
approve, tp = 14186, ts = 43, m = 0, f = 46728
approve, tp = 14187, ts = 43, m = 10, f = 15625
approve, tp = 14188, ts = 43, m = 10, f = 4085
approve, tp = 14189, ts = 43, m = 10, f = 10105
approve, tp = 14190, ts = 43, m = 10, f = 33483
approve, tp = 14191, ts = 43, m = 8, f = 30805
approve, tp = 14192, ts = 43, m = 1, f = 46848
approve, tp = 14193, ts = 43, m = 0, f = 7906
approve, tp = 14194, ts = 43, m = 10, f = 15163
approve, tp = 14195, ts = 43, m = 10, f = 13420
approve, tp = 14196, ts = 43, m = 10, f = 28430
approve, tp = 14197, ts = 43, m = 0, f = 8512
approve, tp = 14198, ts = 43, m = 10, f = 41907
approve, tp = 14199, ts = 43, m = 10, f = 37847
approve, tp = 14200, ts = 43, m = 10, f = 22608
approve, tp = 14201, ts = 43, m = 10, f = 36931
approve, tp = 14202, ts = 43, m = 10, f = 19750
approve, tp = 14203, ts = 43, m = 7, f = 8926
approve, tp = 14204, ts = 43, m = 0, f = 21412
approve, tp = 14205, ts = 43, m = 4, f = 2187
approve, tp = 14206, ts = 43, m = 0, f = 29333
approve, tp = 14207, ts = 43, m = 10, f = 42605
approve, tp = 14208, ts = 43, m = 3, f = 2724
approve, tp = 14209, ts = 43, m = 10, f = 38407
approve, tp = 14210, ts = 43, m = 10, f = 4379
approve, tp = 14211, ts = 43, m = 0, f = 23690
approve, tp = 14212, ts = 43, m = 1, f = 40895
approve, tp = 14213, ts = 43, m = 10, f = 28479
approve, tp = 14214, ts = 43, m = 0, f = 8029
approve, tp = 14215, ts = 43, m = 10, f = 49754
approve, tp = 14216, ts = 43, m = 0, f = 31783
approve, tp = 14217, ts = 43, m = 1, f = 38744
approve, tp = 14218, ts = 43, m = 1, f = 29236
approve, tp = 14219, ts = 43, m = 0, f = 1338
approve, tp = 14220, ts = 43, m = 10, f = 47784
approve, tp = 14221, ts = 43, m = 10, f = 7787
approve, tp = 14222, ts = 43, m = 10, f = 26396
approve, tp = 14223, ts = 43, m = 10, f = 47386
approve, tp = 14224, ts = 43, m = 0, f = 16730
approve, tp = 14225, ts = 43, m = 10, f = 1858
approve, tp = 14226, ts = 43, m = 10, f = 16630
approve, tp = 14227, ts = 43, m = 10, f = 16369
approve, tp = 14228, ts = 43, m = 10, f = 19176
approve, tp = 14229, ts = 43, m = 10, f = 15589
approve, tp = 14230, ts = 43, m = 10, f = 21698
approve, tp = 14231, ts = 43, m = 10, f = 45106
approve, tp = 14232, ts = 43, m = 2, f = 7788
approve, tp = 14233, ts = 43, m = 8, f = 11315
approve, tp = 14234, ts = 43, m = 3, f = 32213
approve, tp = 14235, ts = 43, m = 10, f = 13925
approve, tp = 14236, ts = 43, m = 0, f = 25506
approve, tp = 14237, ts = 43, m = 10, f = 30317
approve, tp = 14238, ts = 43, m = 10, f = 3076
approve, tp = 14239, ts = 43, m = 0, f = 1421
approve, tp = 14240, ts = 43, m = 10, f = 35974
approve, tp = 14241, ts = 43, m = 10, f = 10908
approve, tp = 14242, ts = 43, m = 0, f = 37186
approve, tp = 14243, ts = 43, m = 10, f = 49361
approve, tp = 14244, ts = 43, m = 2, f = 6067
approve, tp = 14245, ts = 43, m = 1, f = 2820
approve, tp = 14246, ts = 43, m = 0, f = 3574
approve, tp = 14247, ts = 43, m = 0, f = 4013
approve, tp = 14248, ts = 43, m = 10, f = 22941
approve, tp = 14249, ts = 43, m = 1, f = 9818
approve, tp = 14250, ts = 43, m = 10, f = 13757
approve, tp = 14251, ts = 43, m = 1, f = 31015
approve, tp = 14252, ts = 43, m = 10, f = 48810
approve, tp = 14253, ts = 43, m = 3, f = 26640
approve, tp = 14254, ts = 43, m = 7, f = 31566
approve, tp = 14255, ts = 43, m = 10, f = 48177
approve, tp = 14256, ts = 43, m = 2, f = 10149
approve, tp = 14257, ts = 43, m = 0, f = 30542
approve, tp = 14258, ts = 43, m = 0, f = 15798
approve, tp = 14259, ts = 43, m = 3, f = 37102
approve, tp = 14260, ts = 43, m = 0, f = 37045
approve, tp = 14261, ts = 43, m = 1, f = 4727
approve, tp = 14262, ts = 43, m = 10, f = 29979
approve, tp = 14263, ts = 43, m = 3, f = 32100
approve, tp = 14264, ts = 43, m = 3, f = 24366
approve, tp = 14265, ts = 43, m = 0, f = 31685
approve, tp = 14266, ts = 43, m = 10, f = 47436
approve, tp = 14267, ts = 43, m = 0, f = 12695
approve, tp = 14268, ts = 43, m = 10, f = 3419
approve, tp = 14269, ts = 43, m = 10, f = 42373
approve, tp = 14270, ts = 43, m = 0, f = 45276
approve, tp = 14271, ts = 43, m = 10, f = 27170
approve, tp = 14272, ts = 43, m = 10, f = 24139
approve, tp = 14273, ts = 43, m = 10, f = 22518
approve, tp = 14274, ts = 43, m = 2, f = 41239
approve, tp = 14275, ts = 43, m = 0, f = 8593
approve, tp = 14276, ts = 43, m = 10, f = 4130
approve, tp = 14277, ts = 43, m = 3, f = 46809
approve, tp = 14278, ts = 43, m = 0, f = 21711
approve, tp = 14279, ts = 43, m = 0, f = 33272
approve, tp = 14280, ts = 43, m = 0, f = 35568
approve, tp = 14281, ts = 43, m = 10, f = 30940
approve, tp = 14282, ts = 43, m = 2, f = 2766
approve, tp = 14283, ts = 43, m = 0, f = 22021
approve, tp = 14284, ts = 43, m = 2, f = 33819
approve, tp = 14285, ts = 43, m = 0, f = 14619
approve, tp = 14286, ts = 43, m = 10, f = 32929
approve, tp = 14287, ts = 43, m = 1, f = 13997
approve, tp = 14288, ts = 43, m = 10, f = 26109
approve, tp = 14289, ts = 43, m = 8, f = 22715
approve, tp = 14290, ts = 43, m = 10, f = 12389
approve, tp = 14291, ts = 43, m = 10, f = 38882
approve, tp = 14292, ts = 43, m = 10, f = 22905
approve, tp = 14293, ts = 43, m = 0, f = 48002
approve, tp = 14294, ts = 43, m = 0, f = 31685
approve, tp = 14295, ts = 43, m = 1, f = 13836
approve, tp = 14296, ts = 43, m = 10, f = 12533
approve, tp = 14297, ts = 43, m = 0, f = 12123
approve, tp = 14298, ts = 43, m = 0, f = 11599
approve, tp = 14299, ts = 43, m = 10, f = 7911
approve, tp = 14300, ts = 43, m = 4, f = 7545
approve, tp = 14301, ts = 43, m = 0, f = 49604
approve, tp = 14302, ts = 43, m = 10, f = 8971
approve, tp = 14303, ts = 43, m = 10, f = 49702
approve, tp = 14304, ts = 43, m = 0, f = 27810
approve, tp = 14305, ts = 43, m = 10, f = 30319
approve, tp = 14306, ts = 43, m = 0, f = 49914
approve, tp = 14307, ts = 43, m = 10, f = 1902
approve, tp = 14308, ts = 43, m = 10, f = 14164
approve, tp = 14309, ts = 43, m = 0, f = 18278
approve, tp = 14310, ts = 43, m = 10, f = 2900
approve, tp = 14311, ts = 43, m = 0, f = 47302
approve, tp = 14312, ts = 43, m = 0, f = 26280
approve, tp = 14313, ts = 43, m = 3, f = 9848
approve, tp = 14314, ts = 43, m = 10, f = 49034
approve, tp = 14315, ts = 43, m = 10, f = 37008
approve, tp = 14316, ts = 43, m = 0, f = 32442
approve, tp = 14317, ts = 43, m = 5, f = 21760
approve, tp = 14318, ts = 43, m = 0, f = 5860
approve, tp = 14319, ts = 43, m = 0, f = 31857
approve, tp = 14320, ts = 43, m = 10, f = 17000
approve, tp = 14321, ts = 43, m = 5, f = 2946
approve, tp = 14322, ts = 43, m = 0, f = 45775
approve, tp = 14323, ts = 43, m = 10, f = 38189
approve, tp = 14324, ts = 43, m = 0, f = 44389
approve, tp = 14325, ts = 43, m = 10, f = 46121
approve, tp = 14326, ts = 43, m = 10, f = 18988
approve, tp = 14327, ts = 43, m = 3, f = 10576
approve, tp = 14328, ts = 43, m = 0, f = 20135
approve, tp = 14329, ts = 43, m = 10, f = 29384
approve, tp = 14330, ts = 43, m = 10, f = 17068
approve, tp = 14331, ts = 43, m = 10, f = 6099
approve, tp = 14332, ts = 43, m = 10, f = 17861
approve, tp = 14333, ts = 43, m = 0, f = 39511
approve, tp = 14334, ts = 43, m = 10, f = 6422
approve, tp = 14335, ts = 43, m = 10, f = 35646
approve, tp = 14336, ts = 43, m = 0, f = 14624
approve, tp = 14337, ts = 43, m = 0, f = 29164
approve, tp = 14338, ts = 43, m = 10, f = 30996
approve, tp = 14339, ts = 43, m = 0, f = 33536
approve, tp = 14340, ts = 43, m = 0, f = 27740
approve, tp = 14341, ts = 43, m = 0, f = 14160
approve, tp = 14342, ts = 43, m = 10, f = 6249
approve, tp = 14343, ts = 43, m = 10, f = 6485
approve, tp = 14344, ts = 43, m = 10, f = 29590
approve, tp = 14345, ts = 43, m = 10, f = 9332
approve, tp = 14346, ts = 43, m = 10, f = 16591
approve, tp = 14347, ts = 43, m = 10, f = 30909
approve, tp = 14348, ts = 43, m = 10, f = 21484
approve, tp = 14349, ts = 43, m = 10, f = 12885
approve, tp = 14350, ts = 43, m = 10, f = 39059
approve, tp = 14351, ts = 43, m = 10, f = 28198
approve, tp = 14352, ts = 43, m = 10, f = 17387
approve, tp = 14353, ts = 43, m = 0, f = 13473
approve, tp = 14354, ts = 43, m = 10, f = 14308
approve, tp = 14355, ts = 43, m = 10, f = 7400
approve, tp = 14356, ts = 43, m = 10, f = 12269
approve, tp = 14357, ts = 43, m = 10, f = 32372
approve, tp = 14358, ts = 43, m = 0, f = 30790
approve, tp = 14359, ts = 43, m = 10, f = 5295
approve, tp = 14360, ts = 43, m = 10, f = 6161
approve, tp = 14361, ts = 43, m = 8, f = 11342
approve, tp = 14362, ts = 43, m = 10, f = 23357
approve, tp = 14363, ts = 43, m = 2, f = 24394
approve, tp = 14364, ts = 43, m = 10, f = 41574
approve, tp = 14365, ts = 43, m = 10, f = 5276
approve, tp = 14366, ts = 43, m = 0, f = 24909
approve, tp = 14367, ts = 43, m = 10, f = 44400
approve, tp = 14368, ts = 43, m = 0, f = 38105
approve, tp = 14369, ts = 43, m = 3, f = 28716
approve, tp = 14370, ts = 43, m = 10, f = 44853
approve, tp = 14371, ts = 43, m = 10, f = 28361
approve, tp = 14372, ts = 43, m = 0, f = 34685
approve, tp = 14373, ts = 43, m = 1, f = 9411
approve, tp = 14374, ts = 43, m = 10, f = 43898
approve, tp = 14375, ts = 43, m = 0, f = 42585
approve, tp = 14376, ts = 43, m = 10, f = 32256
approve, tp = 14377, ts = 43, m = 0, f = 2097
approve, tp = 14378, ts = 43, m = 10, f = 39007
approve, tp = 14379, ts = 43, m = 7, f = 25626
approve, tp = 14380, ts = 43, m = 0, f = 10910
approve, tp = 14381, ts = 43, m = 4, f = 37646
approve, tp = 14382, ts = 43, m = 10, f = 26017
approve, tp = 14383, ts = 43, m = 10, f = 3884
approve, tp = 14384, ts = 43, m = 10, f = 9563
approve, tp = 14385, ts = 43, m = 10, f = 24476
approve, tp = 14386, ts = 43, m = 3, f = 966
approve, tp = 14387, ts = 43, m = 10, f = 6696
approve, tp = 14388, ts = 43, m = 10, f = 5464
approve, tp = 14389, ts = 43, m = 10, f = 30692
approve, tp = 14390, ts = 43, m = 1, f = 22185
approve, tp = 14391, ts = 43, m = 1, f = 2317
approve, tp = 14392, ts = 43, m = 0, f = 30425
approve, tp = 14393, ts = 43, m = 10, f = 9869
approve, tp = 14394, ts = 43, m = 10, f = 1227
approve, tp = 14395, ts = 43, m = 10, f = 45240
approve, tp = 14396, ts = 43, m = 0, f = 29699
approve, tp = 14397, ts = 43, m = 0, f = 9511
approve, tp = 14398, ts = 43, m = 0, f = 18268
approve, tp = 14399, ts = 43, m = 0, f = 29513
approve, tp = 14400, ts = 43, m = 0, f = 37959
approve, tp = 14401, ts = 43, m = 10, f = 25304
approve, tp = 14402, ts = 43, m = 10, f = 29221
approve, tp = 14403, ts = 43, m = 10, f = 45229
approve, tp = 14404, ts = 43, m = 10, f = 23129
approve, tp = 14405, ts = 43, m = 10, f = 18194
approve, tp = 14406, ts = 43, m = 0, f = 34036
approve, tp = 14407, ts = 43, m = 0, f = 49672
approve, tp = 14408, ts = 43, m = 10, f = 42944
approve, tp = 14409, ts = 43, m = 0, f = 4734
approve, tp = 14410, ts = 43, m = 0, f = 42918
approve, tp = 14411, ts = 43, m = 10, f = 27056
approve, tp = 14412, ts = 43, m = 10, f = 46420
approve, tp = 14413, ts = 43, m = 8, f = 15003
approve, tp = 14414, ts = 43, m = 0, f = 35964
approve, tp = 14415, ts = 43, m = 10, f = 439
approve, tp = 14416, ts = 43, m = 10, f = 24376
approve, tp = 14417, ts = 43, m = 5, f = 24703
approve, tp = 14418, ts = 43, m = 10, f = 40265
approve, tp = 14419, ts = 43, m = 0, f = 9283
approve, tp = 14420, ts = 43, m = 10, f = 7688
approve, tp = 14421, ts = 43, m = 4, f = 10871
approve, tp = 14422, ts = 43, m = 10, f = 21224
approve, tp = 14423, ts = 43, m = 10, f = 10996
approve, tp = 14424, ts = 43, m = 10, f = 41044
approve, tp = 14425, ts = 43, m = 0, f = 8822
approve, tp = 14426, ts = 43, m = 10, f = 38314
approve, tp = 14427, ts = 43, m = 10, f = 30710
approve, tp = 14428, ts = 43, m = 5, f = 48311
approve, tp = 14429, ts = 43, m = 10, f = 32862
approve, tp = 14430, ts = 43, m = 10, f = 23156
approve, tp = 14431, ts = 43, m = 3, f = 49094
approve, tp = 14432, ts = 43, m = 0, f = 10229
approve, tp = 14433, ts = 43, m = 10, f = 12127
approve, tp = 14434, ts = 43, m = 10, f = 21438
approve, tp = 14435, ts = 43, m = 3, f = 9335
approve, tp = 14436, ts = 43, m = 7, f = 7534
approve, tp = 14437, ts = 43, m = 3, f = 6130
approve, tp = 14438, ts = 43, m = 0, f = 11748
approve, tp = 14439, ts = 43, m = 10, f = 41293
approve, tp = 14440, ts = 43, m = 10, f = 19058
approve, tp = 14441, ts = 43, m = 10, f = 10787
approve, tp = 14442, ts = 43, m = 0, f = 19976
approve, tp = 14443, ts = 43, m = 2, f = 34879
approve, tp = 14444, ts = 43, m = 10, f = 44938
approve, tp = 14445, ts = 43, m = 5, f = 8084
approve, tp = 14446, ts = 43, m = 10, f = 19766
approve, tp = 14447, ts = 43, m = 10, f = 6639
approve, tp = 14448, ts = 43, m = 0, f = 21247
approve, tp = 14449, ts = 43, m = 1, f = 35168
approve, tp = 14450, ts = 43, m = 1, f = 17456
approve, tp = 14451, ts = 43, m = 10, f = 40348
approve, tp = 14452, ts = 43, m = 10, f = 23336
approve, tp = 14453, ts = 43, m = 10, f = 37208
approve, tp = 14454, ts = 43, m = 7, f = 37431
approve, tp = 14455, ts = 43, m = 10, f = 43067
approve, tp = 14456, ts = 43, m = 2, f = 7772
approve, tp = 14457, ts = 43, m = 10, f = 41332
approve, tp = 14458, ts = 43, m = 0, f = 46697
approve, tp = 14459, ts = 43, m = 10, f = 39555
approve, tp = 14460, ts = 43, m = 0, f = 40454
approve, tp = 14461, ts = 43, m = 0, f = 35379
approve, tp = 14462, ts = 43, m = 10, f = 30022
approve, tp = 14463, ts = 43, m = 0, f = 40077
approve, tp = 14464, ts = 43, m = 1, f = 30775
approve, tp = 14465, ts = 43, m = 10, f = 46746
approve, tp = 14466, ts = 43, m = 3, f = 14959
approve, tp = 14467, ts = 43, m = 10, f = 6852
approve, tp = 14468, ts = 43, m = 10, f = 16739
approve, tp = 14469, ts = 43, m = 10, f = 12325
approve, tp = 14470, ts = 43, m = 3, f = 33346
approve, tp = 14471, ts = 43, m = 10, f = 49102
approve, tp = 14472, ts = 43, m = 10, f = 8987
approve, tp = 14473, ts = 43, m = 10, f = 5132
approve, tp = 14474, ts = 43, m = 10, f = 24930
approve, tp = 14475, ts = 43, m = 10, f = 41969
approve, tp = 14476, ts = 43, m = 10, f = 8351
approve, tp = 14477, ts = 43, m = 10, f = 14142
approve, tp = 14478, ts = 43, m = 10, f = 928
approve, tp = 14479, ts = 43, m = 4, f = 37694
approve, tp = 14480, ts = 43, m = 0, f = 39084
approve, tp = 14481, ts = 43, m = 0, f = 6929
approve, tp = 14482, ts = 43, m = 10, f = 21656
approve, tp = 14483, ts = 43, m = 10, f = 40533
approve, tp = 14484, ts = 43, m = 10, f = 26945
approve, tp = 14485, ts = 43, m = 10, f = 5756
approve, tp = 14486, ts = 43, m = 0, f = 38598
approve, tp = 14487, ts = 43, m = 0, f = 38754
approve, tp = 14488, ts = 43, m = 10, f = 17231
approve, tp = 14489, ts = 43, m = 10, f = 7664
approve, tp = 14490, ts = 43, m = 10, f = 15720
approve, tp = 14491, ts = 43, m = 10, f = 18088
approve, tp = 14492, ts = 43, m = 1, f = 8225
approve, tp = 14493, ts = 43, m = 10, f = 11435
approve, tp = 14494, ts = 43, m = 0, f = 37952
approve, tp = 14495, ts = 43, m = 10, f = 23450
approve, tp = 14496, ts = 43, m = 10, f = 46579
approve, tp = 14497, ts = 43, m = 10, f = 35284
approve, tp = 14498, ts = 43, m = 10, f = 48539
approve, tp = 14499, ts = 43, m = 10, f = 1069
approve, tp = 14500, ts = 43, m = 10, f = 11026
approve, tp = 14501, ts = 43, m = 10, f = 26383
approve, tp = 14502, ts = 43, m = 10, f = 30807
approve, tp = 14503, ts = 43, m = 10, f = 24380
approve, tp = 14504, ts = 43, m = 10, f = 8038
approve, tp = 14505, ts = 43, m = 4, f = 47380
approve, tp = 14506, ts = 43, m = 10, f = 10584
approve, tp = 14507, ts = 43, m = 10, f = 31160
approve, tp = 14508, ts = 43, m = 10, f = 36557
approve, tp = 14509, ts = 43, m = 0, f = 35311
approve, tp = 14510, ts = 43, m = 10, f = 35392
approve, tp = 14511, ts = 43, m = 0, f = 19760
approve, tp = 14512, ts = 43, m = 10, f = 36699
approve, tp = 14513, ts = 43, m = 2, f = 20732
approve, tp = 14514, ts = 43, m = 0, f = 18101
approve, tp = 14515, ts = 43, m = 0, f = 11521
approve, tp = 14516, ts = 43, m = 10, f = 28331
approve, tp = 14517, ts = 43, m = 0, f = 22875
approve, tp = 14518, ts = 43, m = 10, f = 33237
approve, tp = 14519, ts = 43, m = 8, f = 1090
approve, tp = 14520, ts = 43, m = 10, f = 16393
approve, tp = 14521, ts = 43, m = 10, f = 8004
approve, tp = 14522, ts = 43, m = 0, f = 46589
approve, tp = 14523, ts = 43, m = 10, f = 15097
approve, tp = 14524, ts = 43, m = 0, f = 11862
approve, tp = 14525, ts = 43, m = 1, f = 34376
approve, tp = 14526, ts = 43, m = 10, f = 14914
approve, tp = 14527, ts = 43, m = 1, f = 20292
approve, tp = 14528, ts = 43, m = 10, f = 42109
approve, tp = 14529, ts = 43, m = 10, f = 38618
approve, tp = 14530, ts = 43, m = 5, f = 3822
approve, tp = 14531, ts = 43, m = 10, f = 47436
approve, tp = 14532, ts = 43, m = 10, f = 3272
approve, tp = 14533, ts = 43, m = 0, f = 41551
approve, tp = 14534, ts = 43, m = 10, f = 46258
approve, tp = 14535, ts = 43, m = 8, f = 15685
approve, tp = 14536, ts = 43, m = 10, f = 15829
approve, tp = 14537, ts = 43, m = 0, f = 24503
approve, tp = 14538, ts = 43, m = 0, f = 22861
approve, tp = 14539, ts = 43, m = 0, f = 36516
approve, tp = 14540, ts = 43, m = 0, f = 25920
approve, tp = 14541, ts = 43, m = 0, f = 42035
approve, tp = 14542, ts = 43, m = 10, f = 37782
approve, tp = 14543, ts = 43, m = 10, f = 30571
approve, tp = 14544, ts = 43, m = 10, f = 29176
approve, tp = 14545, ts = 43, m = 0, f = 31029
approve, tp = 14546, ts = 43, m = 10, f = 23064
approve, tp = 14547, ts = 43, m = 0, f = 13448
acc_S, tp = 14548, ts = 44, a = 76
acc_S, tp = 14549, ts = 44, a = 58
acc_S, tp = 14550, ts = 44, a = 16
acc_S, tp = 14551, ts = 44, a = 11
acc_S, tp = 14552, ts = 44, a = 0
acc_S, tp = 14553, ts = 44, a = 20
acc_S, tp = 14554, ts = 44, a = 55
acc_S, tp = 14555, ts = 44, a = 28
acc_S, tp = 14556, ts = 44, a = 86
acc_S, tp = 14557, ts = 44, a = 32
acc_S, tp = 14558, ts = 44, a = 70
acc_S, tp = 14559, ts = 44, a = 26
acc_S, tp = 14560, ts = 44, a = 66
acc_S, tp = 14561, ts = 44, a = 73
acc_S, tp = 14562, ts = 44, a = 48
acc_F, tp = 14563, ts = 44, a = 89
acc_F, tp = 14564, ts = 44, a = 66
acc_F, tp = 14565, ts = 44, a = 11
acc_F, tp = 14566, ts = 44, a = 19
acc_F, tp = 14567, ts = 44, a = 62
acc_F, tp = 14568, ts = 44, a = 78
acc_F, tp = 14569, ts = 44, a = 63
acc_F, tp = 14570, ts = 44, a = 39
acc_F, tp = 14571, ts = 44, a = 4
acc_F, tp = 14572, ts = 44, a = 27
acc_F, tp = 14573, ts = 44, a = 14
acc_F, tp = 14574, ts = 44, a = 74
acc_F, tp = 14575, ts = 44, a = 32
acc_F, tp = 14576, ts = 44, a = 58
acc_F, tp = 14577, ts = 44, a = 28
acc_F, tp = 14578, ts = 44, a = 20
mgr_S, tp = 14579, ts = 44, m = 2, a = 58
mgr_S, tp = 14580, ts = 44, m = 3, a = 97
mgr_S, tp = 14581, ts = 44, m = 0, a = 79
mgr_S, tp = 14582, ts = 44, m = 4, a = 5
mgr_S, tp = 14583, ts = 44, m = 8, a = 81
mgr_S, tp = 14584, ts = 44, m = 7, a = 15
mgr_S, tp = 14585, ts = 44, m = 9, a = 77
mgr_S, tp = 14586, ts = 44, m = 6, a = 53
mgr_S, tp = 14587, ts = 44, m = 5, a = 17
mgr_S, tp = 14588, ts = 44, m = 6, a = 12
mgr_S, tp = 14589, ts = 44, m = 3, a = 81
mgr_S, tp = 14590, ts = 44, m = 8, a = 95
mgr_F, tp = 14591, ts = 44, m = 7, a = 26
mgr_F, tp = 14592, ts = 44, m = 9, a = 79
mgr_F, tp = 14593, ts = 44, m = 6, a = 51
mgr_F, tp = 14594, ts = 44, m = 9, a = 52
mgr_F, tp = 14595, ts = 44, m = 1, a = 32
mgr_F, tp = 14596, ts = 44, m = 9, a = 26
mgr_F, tp = 14597, ts = 44, m = 4, a = 96
mgr_F, tp = 14598, ts = 44, m = 3, a = 8
mgr_F, tp = 14599, ts = 44, m = 2, a = 4
mgr_F, tp = 14600, ts = 44, m = 3, a = 30
mgr_F, tp = 14601, ts = 44, m = 3, a = 75
mgr_F, tp = 14602, ts = 44, m = 9, a = 68
mgr_F, tp = 14603, ts = 44, m = 0, a = 61
publish, tp = 14604, ts = 44, a = 93, f = 37050
publish, tp = 14605, ts = 44, a = 73, f = 43081
publish, tp = 14606, ts = 44, a = 7, f = 8736
approve, tp = 14607, ts = 44, m = 0, f = 734
publish, tp = 14608, ts = 44, a = 56, f = 734
publish, tp = 14609, ts = 44, a = 48, f = 18018
publish, tp = 14610, ts = 44, a = 60, f = 12598
publish, tp = 14611, ts = 44, a = 0, f = 25724
publish, tp = 14612, ts = 44, a = 55, f = 42052
publish, tp = 14613, ts = 44, a = 70, f = 14405
publish, tp = 14614, ts = 44, a = 21, f = 16774
publish, tp = 14615, ts = 44, a = 60, f = 48457
approve, tp = 14616, ts = 44, m = 0, f = 33339
publish, tp = 14617, ts = 44, a = 34, f = 33339
publish, tp = 14618, ts = 44, a = 12, f = 26921
publish, tp = 14619, ts = 44, a = 69, f = 47152
publish, tp = 14620, ts = 44, a = 34, f = 43584
publish, tp = 14621, ts = 44, a = 96, f = 23250
publish, tp = 14622, ts = 44, a = 91, f = 4962
publish, tp = 14623, ts = 44, a = 0, f = 21222
publish, tp = 14624, ts = 44, a = 73, f = 36807
publish, tp = 14625, ts = 44, a = 22, f = 34144
publish, tp = 14626, ts = 44, a = 16, f = 5158
publish, tp = 14627, ts = 44, a = 44, f = 30108
publish, tp = 14628, ts = 44, a = 17, f = 33426
publish, tp = 14629, ts = 44, a = 41, f = 11267
approve, tp = 14630, ts = 44, m = 10, f = 849
publish, tp = 14631, ts = 44, a = 42, f = 849
publish, tp = 14632, ts = 44, a = 48, f = 43992
